name,category,occasion,relationship,interests,personality,price,description
Card Holder - Collection 10,Accessories,Anniversary,Parent,fashion style everyday essentials,"Introverted, Intellectual",1950,"Card Holder - Collection 10, a refined accessories gift for anniversary and fashion enthusiasts."
Card Holder - Collection 11,Accessories,Valentines Day,Family,fashion style everyday essentials,"Funny, Trendy",2100,"Card Holder - Collection 11, a refined accessories gift for valentines day and fashion enthusiasts."
Card Holder - Collection 12,Accessories,Graduation,Colleague,fashion style everyday essentials,"Techie, Practical",2250,"Card Holder - Collection 12, a refined accessories gift for graduation and fashion enthusiasts."
Card Holder - Collection 13,Accessories,Housewarming,Classmate,fashion style everyday essentials,"Classic, Sentimental",2400,"Card Holder - Collection 13, a refined accessories gift for housewarming and fashion enthusiasts."
Card Holder - Collection 14,Accessories,Farewell,Mentor,fashion style everyday essentials,"Creative, Sentimental",2550,"Card Holder - Collection 14, a refined accessories gift for farewell and fashion enthusiasts."
Classic Sunglasses - Collection 8,Accessories,Birthday,Family,fashion style everyday essentials,"Adventurous, Extroverted",1650,"Classic Sunglasses - Collection 8, a refined accessories gift for birthday and fashion enthusiasts."
Classic Sunglasses - Collection 9,Accessories,Anniversary,Colleague,fashion style everyday essentials,"Introverted, Intellectual",1800,"Classic Sunglasses - Collection 9, a refined accessories gift for anniversary and fashion enthusiasts."
Classic Sunglasses - Collection 10,Accessories,Valentines Day,Classmate,fashion style everyday essentials,"Funny, Trendy",1950,"Classic Sunglasses - Collection 10, a refined accessories gift for valentines day and fashion enthusiasts."
Classic Sunglasses - Collection 11,Accessories,Graduation,Mentor,fashion style everyday essentials,"Techie, Practical",2100,"Classic Sunglasses - Collection 11, a refined accessories gift for graduation and fashion enthusiasts."
Classic Sunglasses - Collection 12,Accessories,Housewarming,Partner,fashion style everyday essentials,"Classic, Sentimental",2250,"Classic Sunglasses - Collection 12, a refined accessories gift for housewarming and fashion enthusiasts."
Classic Sunglasses - Collection 13,Accessories,Farewell,Best Friend,fashion style everyday essentials,"Creative, Sentimental",2400,"Classic Sunglasses - Collection 13, a refined accessories gift for farewell and fashion enthusiasts."
Classic Sunglasses - Collection 14,Accessories,Christmas,Friend,fashion style everyday essentials,"Romantic, Stylish",2550,"Classic Sunglasses - Collection 14, a refined accessories gift for christmas and fashion enthusiasts."
Minimal Watch - Collection 8,Accessories,Anniversary,Mentor,fashion style everyday essentials,"Introverted, Intellectual",1650,"Minimal Watch - Collection 8, a refined accessories gift for anniversary and fashion enthusiasts."
Minimal Watch - Collection 9,Accessories,Valentines Day,Partner,fashion style everyday essentials,"Funny, Trendy",1800,"Minimal Watch - Collection 9, a refined accessories gift for valentines day and fashion enthusiasts."
Minimal Watch - Collection 10,Accessories,Graduation,Best Friend,fashion style everyday essentials,"Techie, Practical",1950,"Minimal Watch - Collection 10, a refined accessories gift for graduation and fashion enthusiasts."
Minimal Watch - Collection 11,Accessories,Housewarming,Friend,fashion style everyday essentials,"Classic, Sentimental",2100,"Minimal Watch - Collection 11, a refined accessories gift for housewarming and fashion enthusiasts."
Minimal Watch - Collection 12,Accessories,Farewell,Sibling,fashion style everyday essentials,"Creative, Sentimental",2250,"Minimal Watch - Collection 12, a refined accessories gift for farewell and fashion enthusiasts."
Minimal Watch - Collection 13,Accessories,Christmas,Parent,fashion style everyday essentials,"Romantic, Stylish",2400,"Minimal Watch - Collection 13, a refined accessories gift for christmas and fashion enthusiasts."
Minimal Watch - Collection 14,Accessories,Friendship Day,Family,fashion style everyday essentials,"Practical, Minimalist",2550,"Minimal Watch - Collection 14, a refined accessories gift for friendship day and fashion enthusiasts."
Canvas Tote Bag - Collection 8,Accessories,Valentines Day,Friend,fashion style everyday essentials,"Funny, Trendy",1650,"Canvas Tote Bag - Collection 8, a refined accessories gift for valentines day and fashion enthusiasts."
Canvas Tote Bag - Collection 9,Accessories,Graduation,Sibling,fashion style everyday essentials,"Techie, Practical",1800,"Canvas Tote Bag - Collection 9, a refined accessories gift for graduation and fashion enthusiasts."
Canvas Tote Bag - Collection 10,Accessories,Housewarming,Parent,fashion style everyday essentials,"Classic, Sentimental",1950,"Canvas Tote Bag - Collection 10, a refined accessories gift for housewarming and fashion enthusiasts."
Canvas Tote Bag - Collection 11,Accessories,Farewell,Family,fashion style everyday essentials,"Creative, Sentimental",2100,"Canvas Tote Bag - Collection 11, a refined accessories gift for farewell and fashion enthusiasts."
Canvas Tote Bag - Collection 12,Accessories,Christmas,Colleague,fashion style everyday essentials,"Romantic, Stylish",2250,"Canvas Tote Bag - Collection 12, a refined accessories gift for christmas and fashion enthusiasts."
Canvas Tote Bag - Collection 13,Accessories,Friendship Day,Classmate,fashion style everyday essentials,"Practical, Minimalist",2400,"Canvas Tote Bag - Collection 13, a refined accessories gift for friendship day and fashion enthusiasts."
Canvas Tote Bag - Collection 14,Accessories,Wedding,Mentor,fashion style everyday essentials,"Adventurous, Extroverted",2550,"Canvas Tote Bag - Collection 14, a refined accessories gift for wedding and fashion enthusiasts."
Keychain Gift Set - Collection 8,Accessories,Graduation,Family,fashion style everyday essentials,"Techie, Practical",1650,"Keychain Gift Set - Collection 8, a refined accessories gift for graduation and fashion enthusiasts."
Keychain Gift Set - Collection 9,Accessories,Housewarming,Colleague,fashion style everyday essentials,"Classic, Sentimental",1800,"Keychain Gift Set - Collection 9, a refined accessories gift for housewarming and fashion enthusiasts."
Keychain Gift Set - Collection 10,Accessories,Farewell,Classmate,fashion style everyday essentials,"Creative, Sentimental",1950,"Keychain Gift Set - Collection 10, a refined accessories gift for farewell and fashion enthusiasts."
Keychain Gift Set - Collection 11,Accessories,Christmas,Mentor,fashion style everyday essentials,"Romantic, Stylish",2100,"Keychain Gift Set - Collection 11, a refined accessories gift for christmas and fashion enthusiasts."
Keychain Gift Set - Collection 12,Accessories,Friendship Day,Partner,fashion style everyday essentials,"Practical, Minimalist",2250,"Keychain Gift Set - Collection 12, a refined accessories gift for friendship day and fashion enthusiasts."
Keychain Gift Set - Collection 13,Accessories,Wedding,Best Friend,fashion style everyday essentials,"Adventurous, Extroverted",2400,"Keychain Gift Set - Collection 13, a refined accessories gift for wedding and fashion enthusiasts."
Keychain Gift Set - Collection 14,Accessories,Promotion,Friend,fashion style everyday essentials,"Introverted, Intellectual",2550,"Keychain Gift Set - Collection 14, a refined accessories gift for promotion and fashion enthusiasts."
Belt and Wallet Set - Collection 8,Accessories,Housewarming,Mentor,fashion style everyday essentials,"Classic, Sentimental",1650,"Belt and Wallet Set - Collection 8, a refined accessories gift for housewarming and fashion enthusiasts."
Belt and Wallet Set - Collection 9,Accessories,Farewell,Partner,fashion style everyday essentials,"Creative, Sentimental",1800,"Belt and Wallet Set - Collection 9, a refined accessories gift for farewell and fashion enthusiasts."
Belt and Wallet Set - Collection 10,Accessories,Christmas,Best Friend,fashion style everyday essentials,"Romantic, Stylish",1950,"Belt and Wallet Set - Collection 10, a refined accessories gift for christmas and fashion enthusiasts."
Belt and Wallet Set - Collection 11,Accessories,Friendship Day,Friend,fashion style everyday essentials,"Practical, Minimalist",2100,"Belt and Wallet Set - Collection 11, a refined accessories gift for friendship day and fashion enthusiasts."
Belt and Wallet Set - Collection 12,Accessories,Wedding,Sibling,fashion style everyday essentials,"Adventurous, Extroverted",2250,"Belt and Wallet Set - Collection 12, a refined accessories gift for wedding and fashion enthusiasts."
Belt and Wallet Set - Collection 13,Accessories,Promotion,Parent,fashion style everyday essentials,"Introverted, Intellectual",2400,"Belt and Wallet Set - Collection 13, a refined accessories gift for promotion and fashion enthusiasts."
Belt and Wallet Set - Collection 14,Accessories,Thank You,Family,fashion style everyday essentials,"Funny, Trendy",2550,"Belt and Wallet Set - Collection 14, a refined accessories gift for thank you and fashion enthusiasts."
Personalized Pouch - Collection 8,Accessories,Farewell,Friend,fashion style everyday essentials,"Creative, Sentimental",1650,"Personalized Pouch - Collection 8, a refined accessories gift for farewell and fashion enthusiasts."
Personalized Pouch - Collection 9,Accessories,Christmas,Sibling,fashion style everyday essentials,"Romantic, Stylish",1800,"Personalized Pouch - Collection 9, a refined accessories gift for christmas and fashion enthusiasts."
Personalized Pouch - Collection 10,Accessories,Friendship Day,Parent,fashion style everyday essentials,"Practical, Minimalist",1950,"Personalized Pouch - Collection 10, a refined accessories gift for friendship day and fashion enthusiasts."
Personalized Pouch - Collection 11,Accessories,Wedding,Family,fashion style everyday essentials,"Adventurous, Extroverted",2100,"Personalized Pouch - Collection 11, a refined accessories gift for wedding and fashion enthusiasts."
Personalized Pouch - Collection 12,Accessories,Promotion,Colleague,fashion style everyday essentials,"Introverted, Intellectual",2250,"Personalized Pouch - Collection 12, a refined accessories gift for promotion and fashion enthusiasts."
Personalized Pouch - Collection 13,Accessories,Thank You,Classmate,fashion style everyday essentials,"Funny, Trendy",2400,"Personalized Pouch - Collection 13, a refined accessories gift for thank you and fashion enthusiasts."
Personalized Pouch - Collection 14,Accessories,Just Because,Mentor,fashion style everyday essentials,"Techie, Practical",2550,"Personalized Pouch - Collection 14, a refined accessories gift for just because and fashion enthusiasts."
Vinyl Record Gift - Collection 8,Music,Thank You,Mentor,music concerts audio creativity,"Romantic, Stylish",2059,"Vinyl Record Gift - Collection 8, a refined music gift for thank you and music enthusiasts."
Vinyl Record Gift - Collection 9,Music,Just Because,Partner,music concerts audio creativity,"Practical, Minimalist",2246,"Vinyl Record Gift - Collection 9, a refined music gift for just because and music enthusiasts."
Vinyl Record Gift - Collection 10,Music,Birthday,Best Friend,music concerts audio creativity,"Adventurous, Extroverted",2433,"Vinyl Record Gift - Collection 10, a refined music gift for birthday and music enthusiasts."
Vinyl Record Gift - Collection 11,Music,Anniversary,Friend,music concerts audio creativity,"Introverted, Intellectual",2620,"Vinyl Record Gift - Collection 11, a refined music gift for anniversary and music enthusiasts."
Vinyl Record Gift - Collection 12,Music,Valentines Day,Sibling,music concerts audio creativity,"Funny, Trendy",2807,"Vinyl Record Gift - Collection 12, a refined music gift for valentines day and music enthusiasts."
Vinyl Record Gift - Collection 13,Music,Graduation,Parent,music concerts audio creativity,"Techie, Practical",2994,"Vinyl Record Gift - Collection 13, a refined music gift for graduation and music enthusiasts."
Vinyl Record Gift - Collection 14,Music,Housewarming,Family,music concerts audio creativity,"Classic, Sentimental",3181,"Vinyl Record Gift - Collection 14, a refined music gift for housewarming and music enthusiasts."
Bluetooth Speaker Mini - Collection 8,Music,Just Because,Friend,music concerts audio creativity,"Practical, Minimalist",2059,"Bluetooth Speaker Mini - Collection 8, a refined music gift for just because and music enthusiasts."
Bluetooth Speaker Mini - Collection 9,Music,Birthday,Sibling,music concerts audio creativity,"Adventurous, Extroverted",2246,"Bluetooth Speaker Mini - Collection 9, a refined music gift for birthday and music enthusiasts."
Bluetooth Speaker Mini - Collection 10,Music,Anniversary,Parent,music concerts audio creativity,"Introverted, Intellectual",2433,"Bluetooth Speaker Mini - Collection 10, a refined music gift for anniversary and music enthusiasts."
Bluetooth Speaker Mini - Collection 11,Music,Valentines Day,Family,music concerts audio creativity,"Funny, Trendy",2620,"Bluetooth Speaker Mini - Collection 11, a refined music gift for valentines day and music enthusiasts."
Bluetooth Speaker Mini - Collection 12,Music,Graduation,Colleague,music concerts audio creativity,"Techie, Practical",2807,"Bluetooth Speaker Mini - Collection 12, a refined music gift for graduation and music enthusiasts."
Bluetooth Speaker Mini - Collection 13,Music,Housewarming,Classmate,music concerts audio creativity,"Classic, Sentimental",2994,"Bluetooth Speaker Mini - Collection 13, a refined music gift for housewarming and music enthusiasts."
Bluetooth Speaker Mini - Collection 14,Music,Farewell,Mentor,music concerts audio creativity,"Creative, Sentimental",3181,"Bluetooth Speaker Mini - Collection 14, a refined music gift for farewell and music enthusiasts."
Music Journal - Collection 8,Music,Birthday,Family,music concerts audio creativity,"Adventurous, Extroverted",2059,"Music Journal - Collection 8, a refined music gift for birthday and music enthusiasts."
Music Journal - Collection 9,Music,Anniversary,Colleague,music concerts audio creativity,"Introverted, Intellectual",2246,"Music Journal - Collection 9, a refined music gift for anniversary and music enthusiasts."
Music Journal - Collection 10,Music,Valentines Day,Classmate,music concerts audio creativity,"Funny, Trendy",2433,"Music Journal - Collection 10, a refined music gift for valentines day and music enthusiasts."
Music Journal - Collection 11,Music,Graduation,Mentor,music concerts audio creativity,"Techie, Practical",2620,"Music Journal - Collection 11, a refined music gift for graduation and music enthusiasts."
Music Journal - Collection 12,Music,Housewarming,Partner,music concerts audio creativity,"Classic, Sentimental",2807,"Music Journal - Collection 12, a refined music gift for housewarming and music enthusiasts."
Music Journal - Collection 13,Music,Farewell,Best Friend,music concerts audio creativity,"Creative, Sentimental",2994,"Music Journal - Collection 13, a refined music gift for farewell and music enthusiasts."
Music Journal - Collection 14,Music,Christmas,Friend,music concerts audio creativity,"Romantic, Stylish",3181,"Music Journal - Collection 14, a refined music gift for christmas and music enthusiasts."
Guitar Pick Set - Collection 8,Music,Anniversary,Mentor,music concerts audio creativity,"Introverted, Intellectual",2059,"Guitar Pick Set - Collection 8, a refined music gift for anniversary and music enthusiasts."
Guitar Pick Set - Collection 9,Music,Valentines Day,Partner,music concerts audio creativity,"Funny, Trendy",2246,"Guitar Pick Set - Collection 9, a refined music gift for valentines day and music enthusiasts."
Guitar Pick Set - Collection 10,Music,Graduation,Best Friend,music concerts audio creativity,"Techie, Practical",2433,"Guitar Pick Set - Collection 10, a refined music gift for graduation and music enthusiasts."
Guitar Pick Set - Collection 11,Music,Housewarming,Friend,music concerts audio creativity,"Classic, Sentimental",2620,"Guitar Pick Set - Collection 11, a refined music gift for housewarming and music enthusiasts."
Guitar Pick Set - Collection 12,Music,Farewell,Sibling,music concerts audio creativity,"Creative, Sentimental",2807,"Guitar Pick Set - Collection 12, a refined music gift for farewell and music enthusiasts."
Guitar Pick Set - Collection 13,Music,Christmas,Parent,music concerts audio creativity,"Romantic, Stylish",2994,"Guitar Pick Set - Collection 13, a refined music gift for christmas and music enthusiasts."
Guitar Pick Set - Collection 14,Music,Friendship Day,Family,music concerts audio creativity,"Practical, Minimalist",3181,"Guitar Pick Set - Collection 14, a refined music gift for friendship day and music enthusiasts."
Ukulele Accessory Kit - Collection 8,Music,Valentines Day,Friend,music concerts audio creativity,"Funny, Trendy",2059,"Ukulele Accessory Kit - Collection 8, a refined music gift for valentines day and music enthusiasts."
Ukulele Accessory Kit - Collection 9,Music,Graduation,Sibling,music concerts audio creativity,"Techie, Practical",2246,"Ukulele Accessory Kit - Collection 9, a refined music gift for graduation and music enthusiasts."
Ukulele Accessory Kit - Collection 10,Music,Housewarming,Parent,music concerts audio creativity,"Classic, Sentimental",2433,"Ukulele Accessory Kit - Collection 10, a refined music gift for housewarming and music enthusiasts."
Ukulele Accessory Kit - Collection 11,Music,Farewell,Family,music concerts audio creativity,"Creative, Sentimental",2620,"Ukulele Accessory Kit - Collection 11, a refined music gift for farewell and music enthusiasts."
Ukulele Accessory Kit - Collection 12,Music,Christmas,Colleague,music concerts audio creativity,"Romantic, Stylish",2807,"Ukulele Accessory Kit - Collection 12, a refined music gift for christmas and music enthusiasts."
Ukulele Accessory Kit - Collection 13,Music,Friendship Day,Classmate,music concerts audio creativity,"Practical, Minimalist",2994,"Ukulele Accessory Kit - Collection 13, a refined music gift for friendship day and music enthusiasts."
Ukulele Accessory Kit - Collection 14,Music,Wedding,Mentor,music concerts audio creativity,"Adventurous, Extroverted",3181,"Ukulele Accessory Kit - Collection 14, a refined music gift for wedding and music enthusiasts."
Headphone Stand - Collection 8,Music,Graduation,Family,music concerts audio creativity,"Techie, Practical",2059,"Headphone Stand - Collection 8, a refined music gift for graduation and music enthusiasts."
Headphone Stand - Collection 9,Music,Housewarming,Colleague,music concerts audio creativity,"Classic, Sentimental",2246,"Headphone Stand - Collection 9, a refined music gift for housewarming and music enthusiasts."
Headphone Stand - Collection 10,Music,Farewell,Classmate,music concerts audio creativity,"Creative, Sentimental",2433,"Headphone Stand - Collection 10, a refined music gift for farewell and music enthusiasts."
Headphone Stand - Collection 11,Music,Christmas,Mentor,music concerts audio creativity,"Romantic, Stylish",2620,"Headphone Stand - Collection 11, a refined music gift for christmas and music enthusiasts."
Headphone Stand - Collection 12,Music,Friendship Day,Partner,music concerts audio creativity,"Practical, Minimalist",2807,"Headphone Stand - Collection 12, a refined music gift for friendship day and music enthusiasts."
Headphone Stand - Collection 13,Music,Wedding,Best Friend,music concerts audio creativity,"Adventurous, Extroverted",2994,"Headphone Stand - Collection 13, a refined music gift for wedding and music enthusiasts."
Headphone Stand - Collection 14,Music,Promotion,Friend,music concerts audio creativity,"Introverted, Intellectual",3181,"Headphone Stand - Collection 14, a refined music gift for promotion and music enthusiasts."
Concert Memory Frame - Collection 8,Music,Housewarming,Mentor,music concerts audio creativity,"Classic, Sentimental",2059,"Concert Memory Frame - Collection 8, a refined music gift for housewarming and music enthusiasts."
Concert Memory Frame - Collection 9,Music,Farewell,Partner,music concerts audio creativity,"Creative, Sentimental",2246,"Concert Memory Frame - Collection 9, a refined music gift for farewell and music enthusiasts."
Concert Memory Frame - Collection 10,Music,Christmas,Best Friend,music concerts audio creativity,"Romantic, Stylish",2433,"Concert Memory Frame - Collection 10, a refined music gift for christmas and music enthusiasts."
Concert Memory Frame - Collection 11,Music,Friendship Day,Friend,music concerts audio creativity,"Practical, Minimalist",2620,"Concert Memory Frame - Collection 11, a refined music gift for friendship day and music enthusiasts."
Concert Memory Frame - Collection 12,Music,Wedding,Sibling,music concerts audio creativity,"Adventurous, Extroverted",2807,"Concert Memory Frame - Collection 12, a refined music gift for wedding and music enthusiasts."
Concert Memory Frame - Collection 13,Music,Promotion,Parent,music concerts audio creativity,"Introverted, Intellectual",2994,"Concert Memory Frame - Collection 13, a refined music gift for promotion and music enthusiasts."
Concert Memory Frame - Collection 14,Music,Thank You,Family,music concerts audio creativity,"Funny, Trendy",3181,"Concert Memory Frame - Collection 14, a refined music gift for thank you and music enthusiasts."
Playlist Poster - Collection 8,Music,Farewell,Friend,music concerts audio creativity,"Creative, Sentimental",2059,"Playlist Poster - Collection 8, a refined music gift for farewell and music enthusiasts."
Playlist Poster - Collection 9,Music,Christmas,Sibling,music concerts audio creativity,"Romantic, Stylish",2246,"Playlist Poster - Collection 9, a refined music gift for christmas and music enthusiasts."
Playlist Poster - Collection 10,Music,Friendship Day,Parent,music concerts audio creativity,"Practical, Minimalist",2433,"Playlist Poster - Collection 10, a refined music gift for friendship day and music enthusiasts."
Playlist Poster - Collection 11,Music,Wedding,Family,music concerts audio creativity,"Adventurous, Extroverted",2620,"Playlist Poster - Collection 11, a refined music gift for wedding and music enthusiasts."
Playlist Poster - Collection 12,Music,Promotion,Colleague,music concerts audio creativity,"Introverted, Intellectual",2807,"Playlist Poster - Collection 12, a refined music gift for promotion and music enthusiasts."
Playlist Poster - Collection 13,Music,Thank You,Classmate,music concerts audio creativity,"Funny, Trendy",2994,"Playlist Poster - Collection 13, a refined music gift for thank you and music enthusiasts."
Playlist Poster - Collection 14,Music,Just Because,Mentor,music concerts audio creativity,"Techie, Practical",3181,"Playlist Poster - Collection 14, a refined music gift for just because and music enthusiasts."
Premium Journal - Collection 8,Stationery,Thank You,Mentor,writing journaling stationery creativity,"Romantic, Stylish",1120,"Premium Journal - Collection 8, a refined stationery gift for thank you and writing enthusiasts."
Premium Journal - Collection 9,Stationery,Just Because,Partner,writing journaling stationery creativity,"Practical, Minimalist",1230,"Premium Journal - Collection 9, a refined stationery gift for just because and writing enthusiasts."
Premium Journal - Collection 10,Stationery,Birthday,Best Friend,writing journaling stationery creativity,"Adventurous, Extroverted",1340,"Premium Journal - Collection 10, a refined stationery gift for birthday and writing enthusiasts."
Premium Journal - Collection 11,Stationery,Anniversary,Friend,writing journaling stationery creativity,"Introverted, Intellectual",1450,"Premium Journal - Collection 11, a refined stationery gift for anniversary and writing enthusiasts."
Premium Journal - Collection 12,Stationery,Valentines Day,Sibling,writing journaling stationery creativity,"Funny, Trendy",1560,"Premium Journal - Collection 12, a refined stationery gift for valentines day and writing enthusiasts."
Premium Journal - Collection 13,Stationery,Graduation,Parent,writing journaling stationery creativity,"Techie, Practical",1670,"Premium Journal - Collection 13, a refined stationery gift for graduation and writing enthusiasts."
Premium Journal - Collection 14,Stationery,Housewarming,Family,writing journaling stationery creativity,"Classic, Sentimental",1780,"Premium Journal - Collection 14, a refined stationery gift for housewarming and writing enthusiasts."
Handwritten Letter Kit - Collection 8,Stationery,Just Because,Friend,writing journaling stationery creativity,"Practical, Minimalist",1120,"Handwritten Letter Kit - Collection 8, a refined stationery gift for just because and writing enthusiasts."
Handwritten Letter Kit - Collection 9,Stationery,Birthday,Sibling,writing journaling stationery creativity,"Adventurous, Extroverted",1230,"Handwritten Letter Kit - Collection 9, a refined stationery gift for birthday and writing enthusiasts."
Handwritten Letter Kit - Collection 10,Stationery,Anniversary,Parent,writing journaling stationery creativity,"Introverted, Intellectual",1340,"Handwritten Letter Kit - Collection 10, a refined stationery gift for anniversary and writing enthusiasts."
Handwritten Letter Kit - Collection 11,Stationery,Valentines Day,Family,writing journaling stationery creativity,"Funny, Trendy",1450,"Handwritten Letter Kit - Collection 11, a refined stationery gift for valentines day and writing enthusiasts."
Handwritten Letter Kit - Collection 12,Stationery,Graduation,Colleague,writing journaling stationery creativity,"Techie, Practical",1560,"Handwritten Letter Kit - Collection 12, a refined stationery gift for graduation and writing enthusiasts."
Handwritten Letter Kit - Collection 13,Stationery,Housewarming,Classmate,writing journaling stationery creativity,"Classic, Sentimental",1670,"Handwritten Letter Kit - Collection 13, a refined stationery gift for housewarming and writing enthusiasts."
Handwritten Letter Kit - Collection 14,Stationery,Farewell,Mentor,writing journaling stationery creativity,"Creative, Sentimental",1780,"Handwritten Letter Kit - Collection 14, a refined stationery gift for farewell and writing enthusiasts."
Planner Set - Collection 8,Stationery,Birthday,Family,writing journaling stationery creativity,"Adventurous, Extroverted",1120,"Planner Set - Collection 8, a refined stationery gift for birthday and writing enthusiasts."
Planner Set - Collection 9,Stationery,Anniversary,Colleague,writing journaling stationery creativity,"Introverted, Intellectual",1230,"Planner Set - Collection 9, a refined stationery gift for anniversary and writing enthusiasts."
Planner Set - Collection 10,Stationery,Valentines Day,Classmate,writing journaling stationery creativity,"Funny, Trendy",1340,"Planner Set - Collection 10, a refined stationery gift for valentines day and writing enthusiasts."
Planner Set - Collection 11,Stationery,Graduation,Mentor,writing journaling stationery creativity,"Techie, Practical",1450,"Planner Set - Collection 11, a refined stationery gift for graduation and writing enthusiasts."
Planner Set - Collection 12,Stationery,Housewarming,Partner,writing journaling stationery creativity,"Classic, Sentimental",1560,"Planner Set - Collection 12, a refined stationery gift for housewarming and writing enthusiasts."
Planner Set - Collection 13,Stationery,Farewell,Best Friend,writing journaling stationery creativity,"Creative, Sentimental",1670,"Planner Set - Collection 13, a refined stationery gift for farewell and writing enthusiasts."
Planner Set - Collection 14,Stationery,Christmas,Friend,writing journaling stationery creativity,"Romantic, Stylish",1780,"Planner Set - Collection 14, a refined stationery gift for christmas and writing enthusiasts."
Fountain Pen Set - Collection 8,Stationery,Anniversary,Mentor,writing journaling stationery creativity,"Introverted, Intellectual",1120,"Fountain Pen Set - Collection 8, a refined stationery gift for anniversary and writing enthusiasts."
Fountain Pen Set - Collection 9,Stationery,Valentines Day,Partner,writing journaling stationery creativity,"Funny, Trendy",1230,"Fountain Pen Set - Collection 9, a refined stationery gift for valentines day and writing enthusiasts."
Fountain Pen Set - Collection 10,Stationery,Graduation,Best Friend,writing journaling stationery creativity,"Techie, Practical",1340,"Fountain Pen Set - Collection 10, a refined stationery gift for graduation and writing enthusiasts."
Fountain Pen Set - Collection 11,Stationery,Housewarming,Friend,writing journaling stationery creativity,"Classic, Sentimental",1450,"Fountain Pen Set - Collection 11, a refined stationery gift for housewarming and writing enthusiasts."
Fountain Pen Set - Collection 12,Stationery,Farewell,Sibling,writing journaling stationery creativity,"Creative, Sentimental",1560,"Fountain Pen Set - Collection 12, a refined stationery gift for farewell and writing enthusiasts."
Fountain Pen Set - Collection 13,Stationery,Christmas,Parent,writing journaling stationery creativity,"Romantic, Stylish",1670,"Fountain Pen Set - Collection 13, a refined stationery gift for christmas and writing enthusiasts."
Fountain Pen Set - Collection 14,Stationery,Friendship Day,Family,writing journaling stationery creativity,"Practical, Minimalist",1780,"Fountain Pen Set - Collection 14, a refined stationery gift for friendship day and writing enthusiasts."
Sticky Note Gift Box - Collection 8,Stationery,Valentines Day,Friend,writing journaling stationery creativity,"Funny, Trendy",1120,"Sticky Note Gift Box - Collection 8, a refined stationery gift for valentines day and writing enthusiasts."
Sticky Note Gift Box - Collection 9,Stationery,Graduation,Sibling,writing journaling stationery creativity,"Techie, Practical",1230,"Sticky Note Gift Box - Collection 9, a refined stationery gift for graduation and writing enthusiasts."
Sticky Note Gift Box - Collection 10,Stationery,Housewarming,Parent,writing journaling stationery creativity,"Classic, Sentimental",1340,"Sticky Note Gift Box - Collection 10, a refined stationery gift for housewarming and writing enthusiasts."
Sticky Note Gift Box - Collection 11,Stationery,Farewell,Family,writing journaling stationery creativity,"Creative, Sentimental",1450,"Sticky Note Gift Box - Collection 11, a refined stationery gift for farewell and writing enthusiasts."
Sticky Note Gift Box - Collection 12,Stationery,Christmas,Colleague,writing journaling stationery creativity,"Romantic, Stylish",1560,"Sticky Note Gift Box - Collection 12, a refined stationery gift for christmas and writing enthusiasts."
Sticky Note Gift Box - Collection 13,Stationery,Friendship Day,Classmate,writing journaling stationery creativity,"Practical, Minimalist",1670,"Sticky Note Gift Box - Collection 13, a refined stationery gift for friendship day and writing enthusiasts."
Sticky Note Gift Box - Collection 14,Stationery,Wedding,Mentor,writing journaling stationery creativity,"Adventurous, Extroverted",1780,"Sticky Note Gift Box - Collection 14, a refined stationery gift for wedding and writing enthusiasts."
Desk Stationery Kit - Collection 8,Stationery,Graduation,Family,writing journaling stationery creativity,"Techie, Practical",1120,"Desk Stationery Kit - Collection 8, a refined stationery gift for graduation and writing enthusiasts."
Desk Stationery Kit - Collection 9,Stationery,Housewarming,Colleague,writing journaling stationery creativity,"Classic, Sentimental",1230,"Desk Stationery Kit - Collection 9, a refined stationery gift for housewarming and writing enthusiasts."
Desk Stationery Kit - Collection 10,Stationery,Farewell,Classmate,writing journaling stationery creativity,"Creative, Sentimental",1340,"Desk Stationery Kit - Collection 10, a refined stationery gift for farewell and writing enthusiasts."
Desk Stationery Kit - Collection 11,Stationery,Christmas,Mentor,writing journaling stationery creativity,"Romantic, Stylish",1450,"Desk Stationery Kit - Collection 11, a refined stationery gift for christmas and writing enthusiasts."
Desk Stationery Kit - Collection 12,Stationery,Friendship Day,Partner,writing journaling stationery creativity,"Practical, Minimalist",1560,"Desk Stationery Kit - Collection 12, a refined stationery gift for friendship day and writing enthusiasts."
Desk Stationery Kit - Collection 13,Stationery,Wedding,Best Friend,writing journaling stationery creativity,"Adventurous, Extroverted",1670,"Desk Stationery Kit - Collection 13, a refined stationery gift for wedding and writing enthusiasts."
Desk Stationery Kit - Collection 14,Stationery,Promotion,Friend,writing journaling stationery creativity,"Introverted, Intellectual",1780,"Desk Stationery Kit - Collection 14, a refined stationery gift for promotion and writing enthusiasts."
Calligraphy Pen Set - Collection 8,Stationery,Housewarming,Mentor,writing journaling stationery creativity,"Classic, Sentimental",1120,"Calligraphy Pen Set - Collection 8, a refined stationery gift for housewarming and writing enthusiasts."
Calligraphy Pen Set - Collection 9,Stationery,Farewell,Partner,writing journaling stationery creativity,"Creative, Sentimental",1230,"Calligraphy Pen Set - Collection 9, a refined stationery gift for farewell and writing enthusiasts."
Calligraphy Pen Set - Collection 10,Stationery,Christmas,Best Friend,writing journaling stationery creativity,"Romantic, Stylish",1340,"Calligraphy Pen Set - Collection 10, a refined stationery gift for christmas and writing enthusiasts."
